instrument,asset_class,direction,setup_type,call_type,timestamp,entry,stoploss,target,rr,rr_tier,outcome,exit_price,r_multiple
ANTHEM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T14:40:00+05:30,747.35,744.32,762.2,4.9,01:05,LOST,744.32,-1
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T11:20:00+05:30,1382.8,1389.9,1370.3,1.76,01:02,LOST,1389.9,-1
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T11:20:00+05:30,1382.8,1389.9,1370.3,1.76,01:02,LOST,1389.9,-1
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T13:45:00+05:30,1380.1,1383.08,1372.4,2.59,01:03,WON,1372.4,2.58
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T14:00:00+05:30,1378.6,1383.02,1372.4,1.4,01:01,WON,1372.4,1.4
ANURAS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-25T14:40:00+05:30,1354,1350.44,1358,1.12,01:01,WON,1358,1.12
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T11:15:00+05:30,1314.5,1317.59,1311.3,1.03,01:01,WON,1311.3,1.04
ANURAS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T15:05:00+05:30,1258.2,1250.87,1270.4,1.67,01:02,WON,1270.4,1.66
ANURAS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T15:05:00+05:30,1258.2,1250.86,1270.4,1.66,01:02,WON,1270.4,1.66
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T11:35:00+05:30,1289,1289.63,1285.3,5.9,01:06,WON,1285.3,5.87
ANURAS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T11:35:00+05:30,1289,1289.66,1285.3,5.65,01:06,WON,1285.3,5.61
APARINDS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-05T14:40:00+05:30,13900,13799.72,14040,1.4,01:01,LOST,13799.72,-1
APARINDS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-10T11:30:00+05:30,13921,13890.9,14040,3.95,01:04,WON,14040,3.95
APARINDS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-10T11:30:00+05:30,13921,13889.41,14040,3.77,01:04,WON,14040,3.77
APARINDS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-11T10:40:00+05:30,14662,14425.42,14925,1.11,01:01,WON,14925,1.11
APARINDS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T13:55:00+05:30,16389,16471.72,16233,1.89,01:02,LOST,16471.72,-1
APARINDS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T14:05:00+05:30,16386,16472.12,16233,1.78,01:02,LOST,16472.12,-1
APOLLOHOSP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T14:35:00+05:30,8512.5,8498.68,8534,1.56,01:02,WON,8534,1.56
APOLLOHOSP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T14:10:00+05:30,8678.5,8699.89,8643,1.66,01:02,WON,8643,1.66
APOLLOHOSP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T14:30:00+05:30,8672.5,8700.06,8643,1.07,01:01,WON,8643,1.07
APOLLOHOSP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-03T10:15:00+05:30,8860.5,8817.86,8988.42,3,01:03,OPEN,,0
APOLLOTYRE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:00:00+05:30,398.65,397.53,400.1,1.3,01:01,LOST,397.53,-1
APOLLOTYRE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:00:00+05:30,398.65,397.52,400.1,1.29,01:01,LOST,397.52,-1
APOLLOTYRE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:00:00+05:30,429.3,429.65,428.25,3.02,01:03,WON,428.25,3
APOLLOTYRE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:55:00+05:30,429.25,429.55,428.25,3.38,01:03,LOST,429.55,-1
APTUS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T14:40:00+05:30,275.25,274.64,276.15,1.48,01:01,LOST,274.64,-1
APTUS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T10:30:00+05:30,270,267.75,273.3,1.47,01:01,LOST,267.75,-1
APTUS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-09T15:25:00+05:30,252.5,251.46,254.5,1.92,01:02,LOST,251.46,-1
APTUS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-09T15:25:00+05:30,252.5,251.45,254.5,1.9,01:02,LOST,251.45,-1
ASAHIINDIA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-02T14:45:00+05:30,881.45,879.23,888.3,3.08,01:03,WON,888.3,3.09
ASHOKLEY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-14T10:45:00+05:30,150.6,150.98,150.05,1.46,01:01,LOST,150.98,-1
ASHOKLEY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T15:15:00+05:30,151.35,151.95,150.3,1.74,01:02,WON,150.3,1.75
ASHOKLEY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T14:15:00+05:30,159.28,158.63,160.68,2.14,01:02,LOST,158.63,-1
ASHOKLEY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:30:00+05:30,156.84,157.16,156.3,1.66,01:02,LOST,157.16,-1
ASIANPAINT,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-13T11:00:00+05:30,2615.9,2607.41,2626.8,1.28,01:01,WON,2626.8,1.28
ASIANPAINT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T14:50:00+05:30,2649.9,2658.98,2632.4,1.93,01:02,LOST,2658.98,-1
ASIANPAINT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T15:00:00+05:30,2688.8,2695.96,2677.2,1.62,01:02,WON,2677.2,1.62
ASIANPAINT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T14:40:00+05:30,2720.7,2728.97,2700.1,2.49,01:02,WON,2700.1,2.49
ASIANPAINT,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-12T14:20:00+05:30,2746,2740.26,2778.1,5.59,01:06,LOST,2740.26,-1
ASIANPAINT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-18T12:05:00+05:30,2746.5,2743.97,2750.9,1.74,01:02,LOST,2743.97,-1
ASTERDM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T14:30:00+05:30,740.1,742.71,732.85,2.78,01:03,LOST,742.71,-1
ASTERDM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:20:00+05:30,749.1,751.19,746.75,1.12,01:01,WON,746.75,1.12
ASTERDM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T15:10:00+05:30,811.5,812.32,786.6,30.33,01:30,LOST,812.32,-1
ASTERDM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T14:50:00+05:30,793,793.63,786.7,10.02,01:10,LOST,793.63,-1
ATHERENERG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:15:00+05:30,914.2,917.96,908.85,1.42,01:01,WON,908.85,1.42
ATHERENERG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:15:00+05:30,914.2,917.88,908.85,1.45,01:01,WON,908.85,1.45
ATHERENERG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-22T12:15:00+05:30,882.15,876.14,899,2.8,01:03,WON,899,2.8
ATHERENERG,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-29T11:00:00+05:30,989.95,986.24,999.75,2.64,01:03,LOST,986.24,-1
ATHERENERG,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:05:00+05:30,1005.3,998.91,1030,3.87,01:04,WON,1030,3.87
ATHERENERG,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:05:00+05:30,1005.3,998.58,1046.15,6.08,01:06,LOST,998.58,-1
ATHERENERG,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T10:25:00+05:30,1014.5,1011.59,1022,2.58,01:03,WON,1022,2.58
ATHERENERG,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T15:00:00+05:30,1073,1070.63,1079.9,2.91,01:03,WON,1079.9,2.91
ASTRAL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-15T14:40:00+05:30,1557.2,1560.72,1552.1,1.45,01:01,WON,1552.1,1.45
ASTRAL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T11:15:00+05:30,1527.4,1517.95,1546,1.97,01:02,WON,1546,1.97
ASTRAL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-29T10:15:00+05:30,1593.6,1608.59,1574.8,1.25,01:01,WON,1574.8,1.25
AUROPHARMA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-14T10:35:00+05:30,1506,1509.92,1492.6,3.42,01:03,LOST,1509.92,-1
AUROPHARMA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T14:50:00+05:30,1473.8,1475.34,1471.7,1.37,01:01,WON,1471.7,1.36
AUROPHARMA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-25T10:35:00+05:30,1548,1554.8,1536.8,1.65,01:02,LOST,1554.8,-1
ATUL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-13T10:30:00+05:30,7019.5,6988.34,7056.5,1.19,01:01,LOST,6988.34,-1
ATUL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,6604,6578.43,6709.5,4.13,01:04,WON,6709.5,4.13
ATUL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,6604,6577.84,6709.5,4.03,01:04,WON,6709.5,4.03
ATUL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-19T14:35:00+05:30,6419.5,6432.12,6402,1.39,01:01,LOST,6432.12,-1
ATUL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-30T14:40:00+05:30,6479.5,6488.9,6465.5,1.49,01:01,WON,6465.5,1.49
AIIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T14:15:00+05:30,477.3,474.71,495.65,7.08,01:07,WON,495.65,7.08
AIIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T14:45:00+05:30,507.6,509.51,504.1,1.83,01:02,LOST,509.51,-1
AIIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T14:45:00+05:30,507.6,509.51,504.1,1.83,01:02,LOST,509.51,-1
AIIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T14:00:00+05:30,455.9,457.1,454.05,1.55,01:02,LOST,457.1,-1
AIIL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T15:25:00+05:30,465.15,473.11,456.7,1.06,01:01,WON,456.7,1.06
AIIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-30T10:30:00+05:30,521.15,519.17,523.15,1.01,01:01,WON,523.15,1.01
BEML,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T11:45:00+05:30,1703.6,1691.95,1745.1,3.56,01:04,WON,1745.1,3.56
BEML,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T10:55:00+05:30,1805.4,1801.07,1814.9,2.19,01:02,LOST,1801.07,-1
DMART,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T11:20:00+05:30,4307,4283.09,4348.8,1.75,01:02,LOST,4283.09,-1
DMART,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-27T11:55:00+05:30,4092.2,4078.87,4114,1.64,01:02,LOST,4078.87,-1
DMART,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-12T15:25:00+05:30,3998,3995.75,4005.8,3.47,01:03,WON,4005.8,3.47
BLS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:25:00+05:30,252.7,251.94,253.65,1.26,01:01,LOST,251.94,-1
BLS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:30:00+05:30,252.6,251.96,253.65,1.63,01:02,LOST,251.96,-1
BLS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T14:45:00+05:30,264.1,264.66,263.35,1.33,01:01,LOST,264.66,-1
BLS,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-07-01T14:30:00+05:30,246.4,247.22,243.75,3.23,01:03,LOST,247.22,-1
BSE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-25T11:00:00+05:30,4254,4244.54,4274.4,2.16,01:02,WON,4274.4,2.16
BSE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T11:15:00+05:30,4144.5,4112.34,4197.8,1.66,01:02,LOST,4112.34,-1
BSE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-16T14:45:00+05:30,4138.4,4132.25,4148.1,1.58,01:02,WON,4148.1,1.58
BAJAJ-AUTO,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-02T13:50:00+05:30,9801,9765.72,9844,1.22,01:01,WON,9844,1.22
BAJAJ-AUTO,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-02T14:05:00+05:30,9803.5,9765.67,9844,1.07,01:01,WON,9844,1.07
BAJFINANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T11:30:00+05:30,923.1,927.86,912.55,2.21,01:02,LOST,927.86,-1
BAJFINANCE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T15:05:00+05:30,922.85,919.74,927.3,1.43,01:01,WON,927.3,1.43
BAJFINANCE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T11:00:00+05:30,979.4,972.51,1000.06,3,01:03,WON,1000.06,3
BAJAJHLDNG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T14:25:00+05:30,10490,10498.49,10470,2.36,01:02,LOST,10498.49,-1
BAJAJHLDNG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T14:30:00+05:30,10488,10498.46,10470,1.72,01:02,LOST,10498.46,-1
BAJAJHFL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:50:00+05:30,82.55,82.69,82.03,3.7,01:04,LOST,82.69,-1
BAJAJHFL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-02T10:35:00+05:30,88.72,88.35,89.11,1.05,01:01,LOST,88.35,-1
BAJAJFINSV,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-02T11:00:00+05:30,1715.9,1735.95,1695,1.04,01:01,LOST,1735.95,-1
BAJAJFINSV,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T14:40:00+05:30,1681.8,1676.86,1710,5.71,01:06,LOST,1676.86,-1
BAJAJFINSV,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T14:45:00+05:30,1774.6,1775.8,1770.1,3.76,01:04,WON,1770.1,3.75
BALKRISIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-25T12:05:00+05:30,2225.7,2223.17,2248.7,9.09,01:09,LOST,2223.17,-1
BALKRISIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:40:00+05:30,2152.8,2150.95,2156.9,2.22,01:02,LOST,2150.95,-1
BALRAMCHIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T10:30:00+05:30,535,529.9,552.9,3.51,01:04,LOST,529.9,-1
BALRAMCHIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-11T14:15:00+05:30,542.25,542.89,537.4,7.54,01:08,LOST,542.89,-1
BANDHANBNK,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T14:45:00+05:30,204.9,205.45,202,5.28,01:05,LOST,205.45,-1
BANDHANBNK,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T14:45:00+05:30,204.9,205.45,202,5.28,01:05,LOST,205.45,-1
BANDHANBNK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:15:00+05:30,213.08,211.38,214.88,1.06,01:01,LOST,211.38,-1
MAHABANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-12T11:35:00+05:30,86,85.4,86.76,1.26,01:01,LOST,85.4,-1
MAHABANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-12T11:35:00+05:30,86,85.39,86.86,1.41,01:01,LOST,85.39,-1
MAHABANK,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T14:45:00+05:30,88.44,88.03,90,3.82,01:04,LOST,88.03,-1
MAHABANK,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T11:30:00+05:30,89.85,90.35,89.3,1.09,01:01,WON,89.3,1.1
BANKINDIA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-19T13:45:00+05:30,138.37,138.62,137.72,2.55,01:03,LOST,138.62,-1
BANKINDIA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-19T14:30:00+05:30,138.38,138.44,137.72,10.35,01:10,LOST,138.44,-1
BANKINDIA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:00:00+05:30,137.54,136.71,138.74,1.44,01:01,LOST,136.71,-1
BAYERCROP,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-15T14:50:00+05:30,4353.6,4371.51,4335,1.04,01:01,WON,4335,1.04
BAYERCROP,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T13:45:00+05:30,4311.6,4288.77,4364.6,2.32,01:02,LOST,4288.77,-1
BAYERCROP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T14:15:00+05:30,4425,4437.19,4410,1.23,01:01,LOST,4437.19,-1
BAYERCROP,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-04T14:15:00+05:30,4396,4405.58,4384.2,1.23,01:01,LOST,4405.58,-1
BELRISE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T10:35:00+05:30,215.61,216.36,211.8,5.1,01:05,LOST,216.36,-1
BELRISE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T11:15:00+05:30,215.97,216.36,211.8,10.58,01:11,LOST,216.36,-1
BELRISE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-29T14:55:00+05:30,217.3,216.7,218.4,1.83,01:02,WON,218.4,1.83
BELRISE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T10:35:00+05:30,230.24,229.93,233,8.91,01:09,WON,233,8.9
BELRISE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T11:00:00+05:30,230.65,228.73,233,1.22,01:01,WON,233,1.22
BELRISE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T14:40:00+05:30,240.9,241.65,239.91,1.32,01:01,WON,239.91,1.32
BELRISE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-22T10:35:00+05:30,246.45,245.72,247.8,1.85,01:02,WON,247.8,1.85
BDL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T10:15:00+05:30,1383.5,1393.07,1369,1.52,01:02,LOST,1393.07,-1
BDL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T10:30:00+05:30,1386.3,1393.04,1369,2.57,01:03,LOST,1393.04,-1
BDL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T10:20:00+05:30,1360,1355.04,1370.9,2.2,01:02,LOST,1355.04,-1
BERGEPAINT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T11:15:00+05:30,489.1,486.84,497.15,3.56,01:04,LOST,486.84,-1
BERGEPAINT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T11:00:00+05:30,525.35,527.86,522.65,1.07,01:01,WON,522.65,1.08
BEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T10:20:00+05:30,431.35,433.03,427.55,2.27,01:02,WON,427.55,2.26
BHARATFORG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T11:40:00+05:30,1907.4,1918.2,1876.7,2.84,01:03,LOST,1918.2,-1
BHARATFORG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T10:30:00+05:30,2127.9,2115,2141.7,1.07,01:01,LOST,2115,-1
BHARATFORG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T10:45:00+05:30,2127.9,2115.05,2141.7,1.07,01:01,LOST,2115.05,-1
BHEL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-18T14:40:00+05:30,393.15,391.35,399.95,3.78,01:04,LOST,391.35,-1
BHEL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-19T14:55:00+05:30,401.6,401.05,403.5,3.49,01:03,LOST,401.05,-1
BHEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T11:00:00+05:30,419.45,421.86,416.2,1.35,01:01,LOST,421.86,-1
BHEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T11:00:00+05:30,419.45,421.86,416.2,1.35,01:01,LOST,421.86,-1
BHARTIHEXA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T15:00:00+05:30,1463.9,1468.99,1454,1.95,01:02,LOST,1468.99,-1
BHARTIHEXA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T15:25:00+05:30,1445.4,1442.67,1465,7.18,01:07,WON,1465,7.18
BHARTIHEXA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T15:25:00+05:30,1445.4,1442.42,1465,6.59,01:07,WON,1465,6.58
GROWW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T14:25:00+05:30,188.95,188.96,188.3,45.22,01:45,LOST,188.96,-1
GROWW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T10:20:00+05:30,190.58,191.1,189.44,2.21,01:02,WON,189.44,2.19
GROWW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T11:20:00+05:30,190.06,190.39,189.44,1.86,01:02,WON,189.44,1.88
GROWW,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-27T14:50:00+05:30,187.65,187.2,188.2,1.21,01:01,LOST,187.2,-1
GROWW,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-27T14:50:00+05:30,187.65,187.2,188.2,1.21,01:01,LOST,187.2,-1
GROWW,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T11:00:00+05:30,204.55,203.37,206.72,1.84,01:02,WON,206.72,1.84
BSOFT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-13T10:50:00+05:30,328.05,328.8,324,5.43,01:05,LOST,328.8,-1
BSOFT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-30T10:50:00+05:30,286.85,288.31,285.1,1.2,01:01,WON,285.1,1.2
BSOFT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-30T11:00:00+05:30,286.6,287.63,285.1,1.46,01:01,LOST,287.63,-1
BSOFT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-07-01T14:55:00+05:30,277.8,280.25,270.46,3,01:03,LOST,280.25,-1
BSOFT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-07-01T14:55:00+05:30,277.8,280.25,270.44,3,01:03,LOST,280.25,-1
BLUEDART,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:30:00+05:30,4985.6,5006.34,4950.9,1.67,01:02,LOST,5006.34,-1
BLUEJET,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T14:05:00+05:30,524,521.79,527.4,1.54,01:02,WON,527.4,1.54
BLUEJET,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T15:10:00+05:30,525.1,523.29,527.4,1.27,01:01,WON,527.4,1.27
BBTC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T14:05:00+05:30,1546.9,1549.11,1541.1,2.62,01:03,LOST,1549.11,-1
BBTC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T14:20:00+05:30,1558,1560.85,1544,4.91,01:05,LOST,1560.85,-1
BBTC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T14:20:00+05:30,1558,1560.82,1544,4.97,01:05,LOST,1560.82,-1
BLUESTARCO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T11:55:00+05:30,1590.5,1594.94,1582.8,1.73,01:02,WON,1582.8,1.73
BLUESTARCO,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T15:20:00+05:30,1644.4,1642.08,1649.8,2.32,01:02,LOST,1642.08,-1
BOSCHLTD,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:20:00+05:30,38080,37983.57,38295,2.23,01:02,LOST,37983.57,-1
BOSCHLTD,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T12:00:00+05:30,40155,40407.95,39355,3.16,01:03,LOST,40407.95,-1
BOSCHLTD,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-25T11:15:00+05:30,41100,40921.03,41370,1.51,01:02,LOST,40921.03,-1
FIRSTCRY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-15T10:35:00+05:30,228.3,229.84,225.5,1.82,01:02,WON,225.5,1.82
FIRSTCRY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:35:00+05:30,217.92,218.37,217.38,1.2,01:01,LOST,218.37,-1
FIRSTCRY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T14:35:00+05:30,219.03,218.79,219.49,1.94,01:02,WON,219.49,1.92
FIRSTCRY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T14:40:00+05:30,219.14,218.79,219.49,1,01:01,WON,219.49,1
BRITANNIA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-19T14:40:00+05:30,5403,5413.93,5373.5,2.7,01:03,LOST,5413.93,-1
BRITANNIA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:20:00+05:30,5130,5115.05,5190,4.01,01:04,LOST,5115.05,-1
BRITANNIA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,5118.5,5115.14,5190,21.3,01:21,LOST,5115.14,-1
BRITANNIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:55:00+05:30,5093.5,5101.92,5075,2.2,01:02,LOST,5101.92,-1
BRITANNIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:55:00+05:30,5093.5,5101.88,5075,2.21,01:02,LOST,5101.88,-1
